Targeting,Match Type,Bid Value,Suggested lower bid range,Suggested upper bid range,Impressions,Spend,Click-Thru Rate (CTR),Total Return on Advertising Spend (RoAS),Clicks,14 Day Total Sales (₹),14 Day Conversion Rate,14 Day Total Units (#),14 Day Total Orders (#),Category
sunscreen cream,EXACT,27.47,11.96,42.35,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen cream,EXACT,27.47,11.96,42.35,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen cream,EXACT,27.47,11.96,42.35,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen cream,EXACT,27.69,2.11,31.81,753.0,27.69,0.001328,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen cream,EXACT,27.69,2.11,31.81,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen cream,EXACT,27.69,2.11,31.81,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen cream,EXACT,27.43,16.21,19.0,136.0,27.43,0.007353,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen cream,EXACT,26.66,11.43,46.99,138.0,26.66,0.007246,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen cream,EXACT,26.66,11.43,46.99,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen cream,EXACT,25.39,24.61,20.17,214.0,25.39,0.004673,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen cream,EXACT,25.39,24.61,20.17,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen cream,EXACT,33.42,18.94,30.02,347.0,33.42,0.002882,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen cream,EXACT,21.48,1.68,41.24,103.0,21.48,0.009709,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen cream,EXACT,21.48,1.68,41.24,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen cream,EXACT,21.48,1.68,41.24,1179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen cream,EXACT,21.48,1.68,41.24,1290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen cream,EXACT,21.48,1.68,41.24,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen cream,EXACT,21.48,1.68,41.24,1877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen cream,EXACT,40.27,24.34,15.51,3002.0,40.27,0.000333,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen cream,EXACT,37.38,7.24,69.04,5148.0,112.15,0.000583,0.0,3.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,PHRASE,13.46,6.83,6.75,1776.0,80.78,0.003378,0.0,6.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,PHRASE,16.66,12.67,18.75,2248.0,233.29,0.006228,1.66,14.0,388.14,0.071429,1.0,1.0,['Косметика']
sunscreen spf 50,PHRASE,16.31,6.81,3.59,2414.0,48.92,0.001243,7.93,3.0,388.14,0.333333,1.0,1.0,['Косметика']
sunscreen spf 50,PHRASE,16.03,3.43,20.24,1101.0,48.1,0.002725,0.0,3.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,PHRASE,18.54,17.19,20.92,842.0,74.15,0.004751,0.0,4.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,PHRASE,11.48,7.08,12.96,1096.0,45.9,0.00365,8.46,4.0,388.14,0.25,1.0,1.0,['Косметика']
sunscreen spf 50,PHRASE,17.49,2.09,19.86,1153.0,52.46,0.002602,0.0,3.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,PHRASE,15.79,12.1,8.21,1327.0,78.94,0.003768,0.0,5.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,PHRASE,16.85,7.92,27.09,1593.0,202.16,0.007533,0.0,12.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,PHRASE,17.43,10.91,19.51,1284.0,52.28,0.002336,0.0,3.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,PHRASE,16.93,2.03,10.61,1569.0,67.72,0.002549,0.0,4.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,PHRASE,17.69,5.01,34.83,920.0,53.08,0.003261,0.0,3.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,PHRASE,17.35,12.84,27.82,1287.0,138.76,0.006216,2.69,8.0,373.73,0.125,1.0,1.0,['Косметика']
sunscreen spf 50,PHRASE,18.63,16.06,31.9,1108.0,74.5,0.00361,0.0,4.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,PHRASE,17.67,4.88,8.9,1038.0,123.71,0.006744,0.0,7.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,PHRASE,16.76,9.85,5.28,2005.0,67.02,0.001995,0.0,4.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,PHRASE,16.44,0.35,11.44,1899.0,98.66,0.00316,0.0,6.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,PHRASE,16.25,14.3,1.92,2220.0,48.75,0.001351,0.0,3.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,PHRASE,17.42,11.52,14.55,2502.0,139.35,0.003197,2.12,8.0,295.76,0.125,1.0,1.0,['Косметика']
sunscreen spf 50,PHRASE,17.42,12.7,27.9,1580.0,104.49,0.003797,0.0,6.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,PHRASE,23.73,11.06,29.97,8479.0,166.14,0.000826,1.78,7.0,295.76,0.142857,1.0,1.0,['Косметика']
sunscreen spf 50,PHRASE,27.22,19.54,10.65,5854.0,381.08,0.002392,1.55,14.0,591.52,0.142857,2.0,2.0,['Косметика']
sunscreen spf 50,PHRASE,23.93,20.62,1.98,6524.0,191.44,0.001226,0.0,8.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,PHRASE,26.4,4.93,36.16,5040.0,237.62,0.001786,2.49,9.0,591.52,0.222222,2.0,2.0,['Косметика']
sunscreen spf 50,PHRASE,26.0,12.69,49.0,7763.0,493.96,0.002448,0.0,19.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,PHRASE,23.95,0.46,24.53,6802.0,526.96,0.003234,0.56,22.0,295.76,0.045455,1.0,1.0,['Косметика']
sunscreen spf 50,PHRASE,25.51,22.0,3.6,10436.0,535.74,0.002012,0.0,21.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,PHRASE,27.24,4.0,7.79,9333.0,517.52,0.002036,0.0,19.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,PHRASE,25.98,5.71,24.6,8734.0,701.58,0.003091,0.84,27.0,591.52,0.074074,2.0,2.0,['Косметика']
sunscreen spf 50,EXACT,12.33,4.78,7.55,531.0,24.65,0.003766,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,18.99,14.29,24.23,752.0,37.98,0.00266,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,18.59,11.41,33.58,899.0,74.37,0.004449,5.22,4.0,388.14,0.25,1.0,1.0,['Косметика']
sunscreen spf 50,EXACT,19.68,1.3,34.65,646.0,59.04,0.004644,0.0,3.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,19.87,19.39,20.45,751.0,39.74,0.002663,9.77,2.0,388.14,0.5,1.0,1.0,['Косметика']
sunscreen spf 50,EXACT,19.87,19.39,20.45,1055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,19.18,2.89,5.95,908.0,57.53,0.003304,0.0,3.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,19.18,2.89,5.95,866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,20.56,0.68,21.45,674.0,41.11,0.002967,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,21.02,19.83,31.97,238.0,63.07,0.012605,0.0,3.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,21.02,19.83,31.97,521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,21.09,11.0,11.12,293.0,21.09,0.003413,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,18.13,0.07,35.79,602.0,18.13,0.001661,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,21.03,6.15,5.76,529.0,63.1,0.005671,0.0,3.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,19.1,7.16,27.95,713.0,38.19,0.002805,7.74,2.0,295.76,0.5,1.0,1.0,['Косметика']
sunscreen spf 50,EXACT,20.61,2.46,20.93,1232.0,61.83,0.002435,0.0,3.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,20.47,7.88,12.77,1129.0,81.88,0.003543,0.0,4.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,20.47,7.88,12.77,993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,17.4,14.02,0.01,939.0,52.21,0.003195,0.0,3.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,6.91,5.56,10.94,312.0,6.91,0.003205,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,24.18,23.47,5.94,992.0,24.18,0.001008,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,24.18,23.47,5.94,537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,7.47,2.78,2.29,726.0,7.47,0.001377,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,7.47,2.78,2.29,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,7.47,2.78,2.29,476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,7.47,2.78,2.29,866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,22.8,3.0,16.17,856.0,22.8,0.001168,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,22.8,3.0,16.17,692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
sunscreen spf 50,EXACT,25.07,14.49,15.7,377.0,50.14,0.005305,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief,PHRASE,46.8,8.7,71.39,38.0,46.8,0.026316,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief,PHRASE,46.8,8.7,71.39,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief,PHRASE,46.8,8.7,71.39,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief,PHRASE,46.8,8.7,71.39,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief,PHRASE,46.8,8.7,71.39,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief,PHRASE,46.8,8.7,71.39,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief,PHRASE,46.8,8.7,71.39,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief,PHRASE,35.62,18.73,20.35,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief,PHRASE,35.62,18.73,20.35,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief,PHRASE,35.62,18.73,20.35,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief,PHRASE,35.62,18.73,20.35,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief,PHRASE,35.62,18.73,20.35,21.0,35.62,0.047619,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief,PHRASE,25.26,15.19,22.98,42.0,25.26,0.02381,11.98,1.0,302.68,1.0,1.0,1.0,['Косметика']
knee pain relief,PHRASE,14.33,7.43,1.19,33.0,14.33,0.030303,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
knee pain relief,PHRASE,51.81,31.41,40.9,236.0,51.81,0.004237,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,24.42,10.21,30.1,93.0,48.84,0.021505,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,24.42,10.21,30.1,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,24.42,10.21,30.1,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,25.32,1.84,20.11,120.0,50.63,0.016667,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,43.08,10.86,15.9,89.0,86.15,0.022472,3.72,2.0,320.54,0.5,1.0,1.0,['Косметика']
oil joint pain,PHRASE,48.45,23.72,72.14,83.0,48.45,0.012048,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,48.45,23.72,72.14,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,17.41,9.69,4.13,118.0,17.41,0.008475,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,28.39,18.98,6.44,106.0,85.18,0.028302,7.53,3.0,641.08,0.666667,2.0,2.0,['Косметика']
oil joint pain,PHRASE,28.39,18.98,6.44,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,28.39,18.98,6.44,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,28.39,18.98,6.44,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,7.98,7.59,15.0,48.0,7.98,0.020833,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,7.98,7.59,15.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,7.98,7.59,15.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,26.67,25.36,17.52,67.0,26.67,0.014925,34.05,1.0,908.04,2.0,3.0,2.0,['Косметика']
oil joint pain,PHRASE,26.67,25.36,17.52,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,46.32,28.41,47.88,47.0,46.32,0.021277,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,46.32,28.41,47.88,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,46.32,28.41,47.88,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,46.32,28.41,47.88,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,8.55,7.59,2.15,82.0,8.55,0.012195,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,8.55,7.59,2.15,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,26.63,6.24,7.62,63.0,26.63,0.015873,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,37.29,15.59,22.0,86.0,37.29,0.011628,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,37.29,15.59,22.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,25.76,20.05,10.1,74.0,51.51,0.027027,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,25.76,20.05,10.1,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil joint pain,PHRASE,25.76,20.05,10.1,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
oil muscle pain,PHRASE,39.13,11.46,38.57,2.0,39.13,0.5,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
oil muscle pain,PHRASE,42.57,12.44,29.22,3.0,42.57,0.333333,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
knee massage oil,PHRASE,27.42,2.41,27.7,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee massage oil,PHRASE,27.42,2.41,27.7,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee massage oil,PHRASE,27.42,2.41,27.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee massage oil,PHRASE,27.42,2.41,27.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee massage oil,PHRASE,27.42,2.41,27.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee massage oil,PHRASE,27.42,2.41,27.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee massage oil,PHRASE,27.42,2.41,27.7,4.0,27.42,0.25,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
knee massage oil,PHRASE,27.42,2.41,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee massage oil,PHRASE,27.42,2.41,27.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee massage oil,PHRASE,27.42,2.41,27.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee massage oil,PHRASE,27.42,2.41,27.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee massage oil,PHRASE,27.42,2.41,27.7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee massage oil,PHRASE,27.42,2.41,27.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee massage oil,PHRASE,27.42,2.41,27.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee massage oil,PHRASE,27.42,2.41,27.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
knee massage oil,PHRASE,27.42,2.41,27.7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
rhuval oil joint pain,EXACT,6.87,6.26,6.66,8.0,13.74,0.25,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
rhuval oil joint pain,EXACT,6.11,2.74,2.57,13.0,24.42,0.307692,13.13,4.0,320.54,0.25,1.0,1.0,['Косметика']
rhuval oil joint pain,EXACT,7.34,6.66,0.31,14.0,29.35,0.285714,0.0,4.0,0.0,0.0,0.0,0.0,['Косметика']
rhuval oil joint pain,EXACT,4.78,2.37,3.36,14.0,19.13,0.285714,16.76,4.0,320.54,0.25,1.0,1.0,['Косметика']
rhuval oil joint pain,EXACT,5.45,4.29,9.32,9.0,16.34,0.333333,39.23,3.0,641.08,0.666667,2.0,2.0,['Косметика']
rhuval oil joint pain,EXACT,8.32,2.78,2.23,14.0,58.22,0.5,11.01,7.0,641.08,0.285714,2.0,2.0,['Косметика']
rhuval oil joint pain,EXACT,7.96,7.58,5.99,12.0,31.83,0.333333,0.0,4.0,0.0,0.0,0.0,0.0,['Косметика']
rhuval oil joint pain,EXACT,3.36,2.94,1.41,16.0,13.44,0.25,71.55,4.0,961.62,0.5,3.0,2.0,['Косметика']
rhuval oil joint pain,EXACT,3.5,3.11,6.43,11.0,17.48,0.454545,31.06,5.0,542.86,0.4,2.0,2.0,['Косметика']
rhuval oil joint pain,EXACT,1.9,0.7,2.5,5.0,3.8,0.4,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
rhuval oil joint pain,EXACT,4.96,3.71,4.89,11.0,4.96,0.090909,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
rhuval oil joint pain,EXACT,5.71,3.44,3.35,10.0,28.56,0.5,26.79,5.0,765.18,0.6,3.0,3.0,['Косметика']
rhuval oil joint pain,EXACT,7.34,0.66,1.8,11.0,14.68,0.181818,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
rhuval oil joint pain,EXACT,5.3,1.48,8.89,22.0,37.11,0.318182,40.78,7.0,1513.4,0.428571,5.0,3.0,['Косметика']
rhuval oil joint pain,EXACT,1.79,1.51,0.87,5.0,1.79,0.2,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
rhuval oil joint pain,EXACT,4.13,3.56,5.79,10.0,12.4,0.3,24.41,3.0,302.68,0.333333,1.0,1.0,['Косметика']
rhuval oil joint pain,EXACT,5.44,2.4,7.03,7.0,16.33,0.428571,18.54,3.0,302.68,0.333333,1.0,1.0,['Косметика']
rhuval oil joint pain,EXACT,5.83,2.23,2.48,11.0,23.3,0.363636,12.99,4.0,302.68,0.25,1.0,1.0,['Косметика']
rhuval oil joint pain,EXACT,6.8,3.13,8.28,9.0,13.6,0.222222,66.77,2.0,908.04,1.0,3.0,2.0,['Косметика']
rhuval oil joint pain,EXACT,2.97,1.25,3.09,2.0,5.94,1.0,50.96,2.0,302.68,0.5,1.0,1.0,['Косметика']
rhuval oil joint pain,EXACT,9.89,0.59,0.74,3.0,19.78,0.666667,15.3,2.0,302.68,0.5,1.0,1.0,['Косметика']
rhuval oil joint pain,EXACT,3.71,1.79,5.89,10.0,3.71,0.1,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
rhuval oil joint pain,EXACT,7.59,5.82,11.65,7.0,15.18,0.285714,39.88,2.0,605.36,1.0,2.0,2.0,['Косметика']
rhuval oil joint pain,EXACT,9.42,4.69,14.08,3.0,9.42,0.333333,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
rhuval oil joint pain,EXACT,6.93,3.66,7.84,15.0,27.72,0.266667,0.0,4.0,0.0,0.0,0.0,0.0,['Косметика']
rhuval oil joint pain,EXACT,3.11,0.45,3.07,3.0,6.21,0.666667,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
rhuval oil joint pain,EXACT,10.32,2.82,3.67,12.0,51.61,0.416667,0.0,5.0,0.0,0.0,0.0,0.0,['Косметика']
rhuval oil joint pain,EXACT,9.34,7.38,4.29,21.0,37.35,0.190476,22.88,4.0,854.46,0.5,3.0,2.0,['Косметика']
rhuval oil joint pain,EXACT,7.92,0.64,10.96,5.0,7.92,0.2,38.22,1.0,302.68,1.0,1.0,1.0,['Косметика']
knee pain relief oil,PHRASE,44.68,14.12,60.49,22.0,44.68,0.045455,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
rhuval oil,EXACT,1.7,0.98,3.31,50.0,10.21,0.12,94.18,6.0,961.62,0.5,3.0,3.0,['Косметика']
rhuval oil,EXACT,1.26,0.03,0.14,41.0,5.03,0.097561,191.18,4.0,961.62,0.25,3.0,1.0,['Косметика']
rhuval oil,EXACT,1.89,0.82,0.19,63.0,24.52,0.206349,50.03,13.0,1226.8,0.230769,4.0,3.0,['Косметика']
rhuval oil,EXACT,1.4,0.5,2.64,39.0,18.26,0.333333,52.66,13.0,961.62,0.230769,3.0,3.0,['Косметика']
rhuval oil,EXACT,1.23,0.99,0.51,35.0,13.56,0.314286,70.92,11.0,961.62,0.272727,3.0,3.0,['Косметика']
rhuval oil,EXACT,1.0,0.24,1.44,41.0,11.0,0.268293,87.42,11.0,961.62,0.272727,3.0,3.0,['Косметика']
rhuval oil,EXACT,1.72,0.2,3.09,30.0,13.75,0.266667,46.62,8.0,641.08,0.25,2.0,2.0,['Косметика']
rhuval oil,EXACT,2.45,2.33,2.99,26.0,29.38,0.461538,54.55,12.0,1602.7,0.416667,5.0,5.0,['Косметика']
rhuval oil,EXACT,3.52,3.08,0.18,38.0,42.25,0.315789,22.76,12.0,961.62,0.25,3.0,3.0,['Косметика']
rhuval oil,EXACT,8.14,3.24,10.81,33.0,32.55,0.121212,19.7,4.0,641.08,0.5,2.0,2.0,['Косметика']
rhuval oil,EXACT,2.02,1.44,3.14,39.0,18.21,0.230769,35.2,9.0,641.08,0.222222,2.0,2.0,['Косметика']
rhuval oil,EXACT,1.57,1.09,2.31,56.0,25.06,0.285714,21.66,16.0,542.86,0.125,2.0,2.0,['Косметика']
rhuval oil,EXACT,2.32,1.3,0.87,26.0,16.26,0.269231,19.71,7.0,320.54,0.142857,1.0,1.0,['Косметика']
rhuval oil,EXACT,2.08,1.62,0.63,41.0,16.61,0.195122,54.67,8.0,908.04,0.375,3.0,3.0,['Косметика']
rhuval oil,EXACT,1.77,1.16,2.0,30.0,24.73,0.466667,73.44,14.0,1816.08,0.357143,6.0,5.0,['Косметика']
rhuval oil,EXACT,1.34,0.46,1.67,27.0,8.05,0.222222,75.2,6.0,605.36,0.333333,2.0,2.0,['Косметика']
rhuval oil,EXACT,3.02,2.65,1.96,40.0,27.17,0.225,33.42,9.0,908.04,0.222222,3.0,2.0,['Косметика']
rhuval oil,EXACT,1.9,0.66,1.96,30.0,20.92,0.366667,43.41,11.0,908.04,0.272727,3.0,3.0,['Косметика']
rhuval oil,EXACT,1.23,1.16,1.79,47.0,7.39,0.12766,122.87,6.0,908.04,0.5,3.0,3.0,['Косметика']
rhuval oil,EXACT,2.65,0.9,4.83,49.0,39.69,0.306122,88.72,15.0,3521.44,0.533333,10.0,8.0,['Косметика']
rhuval oil,EXACT,1.69,0.34,2.01,14.0,8.47,0.357143,142.94,5.0,1210.72,0.6,4.0,3.0,['Косметика']
rhuval oil,EXACT,1.19,0.79,1.22,20.0,7.13,0.3,84.9,6.0,605.36,0.333333,2.0,2.0,['Косметика']
rhuval oil,EXACT,1.98,0.85,0.9,15.0,3.95,0.133333,153.26,2.0,605.36,0.5,2.0,1.0,['Косметика']
rhuval oil,EXACT,1.26,0.82,0.74,16.0,2.52,0.125,120.11,2.0,302.68,0.5,1.0,1.0,['Косметика']
rhuval oil,EXACT,1.79,0.11,0.17,55.0,19.74,0.2,15.33,11.0,302.68,0.090909,1.0,1.0,['Косметика']
rhuval oil,EXACT,1.4,1.12,1.68,29.0,14.02,0.344828,43.18,10.0,605.36,0.2,2.0,2.0,['Косметика']
rhuval oil,EXACT,1.98,0.78,1.36,26.0,17.83,0.346154,49.43,9.0,881.25,0.333333,3.0,3.0,['Косметика']
rhuval oil,EXACT,2.29,0.44,0.2,62.0,34.39,0.241935,61.61,15.0,2118.76,0.4,7.0,6.0,['Косметика']
