Targeting,Match Type,Bid Value,Suggested lower bid range,Suggested upper bid range,Impressions,Spend,Click-Thru Rate (CTR),Total Return on Advertising Spend (RoAS),Clicks,14 Day Total Sales (₹),14 Day Conversion Rate,14 Day Total Units (#),14 Day Total Orders (#),Category
loose-match,-,12.6866666666667,8.53567953661465,8.80832335634162,994.0,38.06,0.00301810865191147,0.0,3.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,23.172,6.102543513029507,37.45689293429752,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,3.81,3.2547366822146,5.30093360245826,550.0,3.81,0.00181818181818182,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,3.93,2.8906703681987,0.957213032815345,374.0,3.93,0.00267379679144385,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,2.335,2.22534211479,2.65608811424515,566.0,4.67,0.00353356890459364,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,17.168,8.883098786378946,4.56062428575296,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,2.68,1.49853377975852,0.657735097549099,583.0,5.36,0.00343053173241852,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,5.38,4.49021958580458,10.5463299704163,415.0,5.38,0.00240963855421687,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,76.646,58.31,162.898093519396,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,2.615,0.236590524766885,0.816133373191162,508.0,5.23,0.00393700787401575,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,31.931,22.70465114182006,51.58107923629524,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,19.517000000000003,10.48023394932534,2.19910943017425,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,15.482,9.908806230650606,22.49783148768541,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,3.86,1.71740601932375,4.87117757967806,391.0,3.86,0.00255754475703325,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,12.65,5.46168376755329,1.06479464320867,376.0,12.65,0.00265957446808511,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,17.096,5.878217286844739,21.608624285752963,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,11.8766666666667,0.498683120750279,21.8046720225466,473.0,35.63,0.00634249471458774,0.0,3.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,27.595999999999997,18.77528059668564,24.01053704502628,619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,1.74,0.294680622535214,0.147629864048243,272.0,1.74,0.00367647058823529,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,6.42,3.80652553563489,0.343321721173154,582.0,6.42,0.00171821305841924,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,10.6,1.77039479675147,13.3678555853241,742.0,10.6,0.00134770889487871,30.2396226415094,1.0,320.54,1.0,1.0,1.0,['Косметика']
close-match,-,8.935,2.37409336747524,9.23677795343008,501.0,17.87,0.00399201596806387,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,8.34,1.92310114014945,13.3171580086693,520.0,8.34,0.00192307692307692,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,8.335,0.390613992723141,14.777098886196,515.0,16.67,0.00388349514563107,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,9.12,2.39464309524558,12.4979745430618,529.0,9.12,0.00189035916824197,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,12.58,0.617079585559525,12.2040277079187,273.0,12.58,0.00366300366300366,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,5.20333333333333,0.849130517459389,9.19197924110648,270.0,15.61,0.0111111111111111,0.0,3.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,32.346000000000004,14.045999999999998,40.53612,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,12.96,10.5794144262072,22.6304912560232,249.0,12.96,0.00401606425702811,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,9.15666666666667,8.56234464344658,3.76346827697633,246.0,27.47,0.0121951219512195,44.0742628321806,3.0,1210.72,0.333333333333333,4.0,1.0,['Косметика']
close-match,-,10.59,2.84559225729779,13.1452121060991,386.0,10.59,0.00259067357512953,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,3.29,1.43616012802266,1.39548387537732,380.0,3.29,0.00263157894736842,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,12.51,8.69913765528652,24.4026855062404,325.0,25.02,0.00615384615384615,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,5.86,3.3132895377049,1.1896051921335,307.0,11.72,0.00651465798045603,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,6.74,2.56984170392415,5.95914780809599,356.0,13.48,0.00561797752808989,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,29.312,1.2334035791036846,28.958620076440717,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,30.227999999999998,12.685403579103683,22.728,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,22.03,10.73,37.357079236295235,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,41.122,19.00328721287886,35.79408531522631,649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,31.931,22.70465114182006,51.58107923629524,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,10.6,3.09845953399916,2.50333079518596,309.0,21.2,0.00647249190938511,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,20.26,5.386,36.54126599408326,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,9.51,7.69161762397757,17.1117428165663,317.0,9.51,0.00315457413249211,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,12.585,2.42287535202057,3.01443784265204,584.0,25.17,0.00342465753424658,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,12.76,1.54107751725097,2.69877804129136,1225.0,12.76,0.000816326530612245,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,8.47,6.51692462056051,14.5989996758432,1458.0,25.41,0.00205761316872428,0.0,3.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,27.881999999999998,17.795497598075137,22.18285892183192,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,13.1,8.44269502294183,2.85460184388463,791.0,13.1,0.00126422250316056,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,6.715,5.85587979107387,2.57074945360235,833.0,13.43,0.00240096038415366,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,12.524,3.0091881062329042,3.962889802525338,866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,12.51,0.770616530776267,13.2672610551652,515.0,12.51,0.00194174757281553,25.6227018385292,1.0,320.54,1.0,1.0,1.0,['Косметика']
loose-match,-,12.37,8.1663593701827,8.346130125158,1093.0,12.37,0.000914913083257091,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,10.52,0.300559956308041,15.0302139197065,1274.0,10.52,0.000784929356357928,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,27.641333333333336,8.64433249496512,41.727565391110105,1169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,10.01,8.36943428213211,9.63375423882814,499.0,10.01,0.00200400801603206,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,15.234,9.91623394932534,10.052000000000001,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,25.458999999999996,25.8703579501354,17.25678393677076,529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,2.0,1.86715418574774,1.77117559912979,602.0,2.0,0.00166112956810631,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,9.52666666666667,3.9616624748256,9.21782695555055,1177.0,28.58,0.00254885301614274,0.0,3.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,10.63,5.0692560801108,3.44343371067115,1116.0,10.63,0.000896057347670251,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,14.051999999999998,4.722046122821866,5.190811006244611,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,5.14,4.14600060480309,4.34451669348023,733.0,10.28,0.00272851296043656,29.443579766537,2.0,302.68,0.5,1.0,1.0,['Косметика']
loose-match,-,23.326,13.573590428194837,17.34736015528025,824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,15.128,4.627098786378946,4.588624285752959,553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,13.02,7.37568229078955,15.4030154840989,852.0,13.02,0.00117370892018779,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,26.46,11.458541493112339,26.6069221641496,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,30.154000000000003,18.122,39.30412,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,32.29600000000001,5.540576631764284,9.48343516706188,775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,23.326,13.573590428194834,11.87762835893812,837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,24.694,30.529142369717285,19.9687092862386,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,9.13,2.1014405337165,2.59504355057711,567.0,9.13,0.0017636684303351,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,9.205,0.887572168757687,8.04896666319108,1087.0,18.41,0.00183992640294388,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,29.083999999999996,14.097999999999999,39.07212,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,11.595,8.93962282006256,1.89914637584927,87.0,23.19,0.0229885057471264,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,30.154000000000003,18.122,39.304120000000005,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,7.96,6.34074813625479,12.9044646714876,203.0,7.96,0.00492610837438424,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,31.0927272727273,11.3990829461778,53.8742934332508,7229.0,342.02,0.001521648914096,1.93020875972165,11.0,660.17,0.0909090909090909,1.0,1.0,['Косметика']
close-match,-,33.2153846153846,22.2653861997959,27.6091869597884,5421.0,431.8,0.00239808153477218,0.0,13.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,41.795,6.00909243954947,68.988481024379,5858.0,585.13,0.00238989416182998,0.0,14.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,43.1175,24.0205016061031,64.9896013665319,3739.0,344.94,0.00213960952126237,0.0,8.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,30.62,13.9460765597726,20.3834917624522,4065.0,306.2,0.002460024600246,0.0,10.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,17.05,13.260153926784,11.1284535599254,1722.0,34.1,0.00116144018583043,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,19.3222222222222,4.88969458864624,2.67578411209943,1880.0,173.9,0.00478723404255319,0.0,9.0,0.0,0.0,0.0,0.0,['Косметика']
close-match,-,19.3228571428571,16.7567386735966,22.5876759138119,1480.0,135.26,0.00472972972972973,9.76149637734733,7.0,1320.34,0.285714285714286,2.0,2.0,['Косметика']
close-match,-,17.7333333333333,5.75698184769479,29.326527244875,1899.0,53.2,0.00157977883096367,0.0,3.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,52.088,12.606,31.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,31.852000000000004,14.789999999999997,36.24024000000001,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,25.718,8.754610400985921,23.096442035021063,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,24.802,15.01,29.922000000000004,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,32.402,23.6710547109137,25.39914834916952,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,32.684,23.6710547109137,25.39914834916952,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,24.437,10.73,38.82198976597327,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,18.01,8.50031292651657,30.8207187705767,192.0,18.01,0.00520833333333333,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,12.99,8.2711024361462,7.76425812696669,168.0,12.99,0.00595238095238095,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,31.931,22.704651141820058,51.58107923629524,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,14.754,3.9299999999999997,3.816,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,28.064,11.645999999999999,36.14,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
loose-match,-,16.720999999999997,5.811999999999999,4.35090446082278,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,31.042,9.286,33.472120000000004,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,26.781,9.698,32.512,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,27.176,2.076,28.910000000000004,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,32.91,14.789999999999997,36.24024000000001,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,2.89,2.38063342845646,0.997769790597,33.0,2.89,0.0303030303030303,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,32.036,9.286,33.472120000000004,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,26.781,9.698,32.512,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,52.088,12.606,31.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,34.716,12.070838795382363,25.038514803273976,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,35.31,10.814838795382364,29.550514803273977,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
substitutes,-,33.972,10.814838795382364,26.718634803273982,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
night cream,EXACT,44.045,0.247073394823677,19.4217567944764,4364.0,176.18,0.000916590284142988,0.0,4.0,0.0,0.0,0.0,0.0,['Косметика']
night cream,EXACT,43.004,9.30181555841779,18.8256627146483,3344.0,430.04,0.00299043062200957,0.0,10.0,0.0,0.0,0.0,0.0,['Косметика']
night cream,EXACT,49.894,2.30156996657035,16.4408503217749,2183.0,249.47,0.00229042601923958,0.0,5.0,0.0,0.0,0.0,0.0,['Косметика']
night cream,EXACT,44.8657142857143,25.4025313360025,54.7928821306625,2358.0,314.06,0.00296861747243427,0.0,7.0,0.0,0.0,0.0,0.0,['Косметика']
night cream,EXACT,30.11125,8.57368727421794,49.4037285246166,2280.0,240.89,0.00350877192982456,0.0,8.0,0.0,0.0,0.0,0.0,['Косметика']
night cream,EXACT,9.32,3.70594053116452,3.33444901262669,874.0,9.32,0.0011441647597254,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
night cream,EXACT,37.89,12.4350063407069,45.7936797893505,997.0,37.89,0.00100300902708124,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
night cream,EXACT,19.77,4.967824826529656,21.378,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
night cream,EXACT,23.115,2.62788482791905,15.1719666434317,749.0,46.23,0.00267022696929239,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
age defying cream,EXACT,8.424,6.418984035987999,18.362000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
age defying cream,EXACT,8.424,6.418984035987999,18.362000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
age defying cream,EXACT,8.424,6.418984035987999,18.362000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
age defying cream,EXACT,8.424,6.418984035987999,18.362000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
age defying cream,EXACT,8.424,6.418984035987999,18.362000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
age defying cream,EXACT,8.424,6.418984035987999,18.362000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti wrinkle night cream,EXACT,31.098000000000003,13.190610400985921,18.60615295513638,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti wrinkle night cream,EXACT,31.35,14.789999999999997,36.240120000000005,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti wrinkle night cream,EXACT,19.042,3.0828787163531723,15.368700948207684,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti wrinkle night cream,EXACT,8.424,6.418984035987999,18.362000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti wrinkle night cream,EXACT,8.424,6.418984035987999,18.362000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti wrinkle night cream,EXACT,19.042,3.0828787163531723,15.368700948207684,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti wrinkle night cream,EXACT,31.931,22.704651141820058,51.58107923629524,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti wrinkle night cream,EXACT,26.493000000000002,21.573345947770417,48.26198976597327,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
natural night cream,EXACT,31.098000000000003,13.190610400985921,18.60615295513638,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
natural night cream,EXACT,31.266,14.789999999999997,36.24024000000001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
natural night cream,EXACT,18.958,3.080959572117724,14.370351168362479,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
natural night cream,EXACT,19.042,3.0828787163531723,15.368700948207684,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
natural night cream,EXACT,31.35,14.789999999999997,36.240120000000005,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
natural night cream,EXACT,31.098000000000003,13.190610400985921,18.60615295513638,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
natural night cream,EXACT,31.35,14.789999999999997,36.24024000000001,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
natural night cream,EXACT,31.098000000000003,13.190610400985921,18.60615295513638,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
saffron cream,EXACT,8.424,6.418984035987999,18.362000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
saffron cream,EXACT,19.042,3.0828787163531723,15.368700948207684,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
saffron cream,EXACT,19.042,3.0828787163531723,15.368700948207684,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
saffron cream,EXACT,8.424,6.418984035987999,18.362000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti aging night cream,EXACT,27.288,19.67832880182076,29.232,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti aging night cream,EXACT,25.15666666666666,0.6494035791036846,14.486423883181638,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti aging night cream,EXACT,22.832,0.05031550737160956,6.169803806740916,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti aging night cream,EXACT,20.419999999999998,10.745999999999999,3.0100000000000002,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti aging night cream,EXACT,16.96,13.4163040167397,2.22137066484869,137.0,16.96,0.0072992700729927,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
anti aging night cream,EXACT,20.560000000000002,5.434,6.18,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti aging night cream,EXACT,19.770000000000003,6.845999999999999,21.378,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti aging night cream,EXACT,27.796,19.552,24.896000000000004,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti aging night cream,EXACT,30.835,30.6470506080479,27.0064853581001,433.0,61.67,0.0046189376443418,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
anti wrinkle cream,EXACT,10.331999999999999,3.1147888666271166,8.193249496948301,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti wrinkle cream,EXACT,7.83,0.431376311226225,3.10064391626957,124.0,7.83,0.00806451612903226,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
anti wrinkle cream,EXACT,18.798000000000002,15.690000000000001,21.53,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti wrinkle cream,EXACT,27.442,11.458541493112339,26.6069221641496,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti wrinkle cream,EXACT,13.088,2.18,3.4579999999999997,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti wrinkle cream,EXACT,16.720999999999997,13.959968506999479,19.1109221641496,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti wrinkle cream,EXACT,21.942,6.93,34.358,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti wrinkle cream,EXACT,13.088,2.18,3.4579999999999997,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti wrinkle cream,EXACT,19.517000000000003,10.48023394932534,2.19910943017425,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
wrinkle cream,EXACT,19.042,3.0828787163531723,15.368700948207684,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
wrinkle cream,EXACT,30.802,14.789999999999997,36.240120000000005,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
wrinkle cream,EXACT,31.35,14.789999999999997,36.240120000000005,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
wrinkle cream,EXACT,31.098000000000003,13.190610400985921,18.60615295513638,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
wrinkle cream,EXACT,31.098000000000003,13.190610400985921,18.60615295513638,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
wrinkle cream,EXACT,31.266,14.789999999999997,36.24024000000001,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
wrinkle cream,EXACT,30.46,1.5820000000000003,29.588120000000004,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
wrinkle cream,EXACT,33.224000000000004,11.33,38.862,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
wrinkle cream,EXACT,27.946000000000005,9.286,33.472120000000004,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti aging cream,EXACT,32.08866666666666,0.05063101474321913,6.1696076134818325,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
anti aging cream,EXACT,42.54,39.2522691709844,56.6716334242763,265.0,42.54,0.00377358490566038,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
anti aging cream,EXACT,40.44,7.3214309035941,13.326606388513,174.0,40.44,0.00574712643678161,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
anti aging cream,EXACT,36.84,19.4463470625877,57.0723858546973,161.0,36.84,0.0062111801242236,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
anti aging cream,EXACT,10.66,8.48319097881757,5.38689446758279,89.0,10.66,0.0112359550561798,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
anti aging cream,EXACT,32.84,11.7361301233322,19.2469204896932,120.0,32.84,0.00833333333333333,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
anti aging cream,EXACT,44.595,25.1357533481424,23.2574498720568,189.0,89.19,0.0105820105820106,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
anti aging cream,EXACT,32.115,31.4162990456121,4.42809560008875,1029.0,64.23,0.00194363459669582,0.0,2.0,0.0,0.0,0.0,0.0,['Косметика']
anti aging cream,EXACT,11.49,5.05563734581248,18.1731474103555,703.0,11.49,0.00142247510668563,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
evver night cream,EXACT,30.342000000000002,13.190610400985921,18.60615295513638,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
evver night cream,EXACT,39.768,8.622248428814924,22.39003295513638,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Косметика']
evver night cream,EXACT,69.95,34.247243229939,75.76125975134,1.0,69.95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
evver night cream,EXACT,73.62,69.0963275041206,0.893095115831676,3.0,73.62,0.333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
evver night cream,EXACT,58.62,13.9757045085943,12.7199124102815,3.0,58.62,0.333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,['Косметика']
