Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Impressions,Clicks,Click-Thru Rate (CTR),Bid Value,Suggested lower bid range,Suggested upper bid range,Spend,Total Advertising Cost of Sales (ACoS),Total Return on Advertising Spend (RoAS),14 Day Total Sales (₹),14 Day Total Orders (#),14 Day Total Units (#),14 Day Conversion Rate
2020-02-03,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,23,0,0.0,₹ 26.33,₹ 13.19,₹ 20.78,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-04,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,10,0,0.0,₹ 26.33,₹ 13.19,₹ 20.78,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-05,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,7,0,0.0,₹ 26.33,₹ 13.19,₹ 20.78,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-06,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,6,0,0.0,₹ 26.33,₹ 13.19,₹ 20.78,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-07,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,23,0,0.0,₹ 26.33,₹ 13.19,₹ 20.78,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-08,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,7,0,0.0,₹ 26.33,₹ 13.19,₹ 20.78,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-09,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,21,0,0.0,₹ 26.33,₹ 13.19,₹ 20.78,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-10,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,10,0,0.0,₹ 26.33,₹ 13.19,₹ 20.78,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-11,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,2,0,0.0,₹ 26.33,₹ 13.19,₹ 20.78,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-12,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,21,0,0.0,₹ 26.33,₹ 13.19,₹ 20.78,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-13,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,13,0,0.0,₹ 26.33,₹ 13.19,₹ 20.78,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-14,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,9,0,0.0,₹ 26.33,₹ 13.19,₹ 20.78,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-15,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,5,0,0.0,₹ 26.33,₹ 13.19,₹ 20.78,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-16,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,4,0,0.0,₹ 26.33,₹ 13.19,₹ 20.78,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-17,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,11,0,0.0,₹ 26.33,₹ 13.19,₹ 20.78,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-18,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,2,0,0.0,₹ 26.33,₹ 13.19,₹ 20.78,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-20,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,20,0,0.0,₹ 26.33,₹ 13.19,₹ 20.78,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-21,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,5,0,0.0,₹ 26.33,₹ 13.19,₹ 20.78,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-22,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,12,0,0.0,₹ 26.33,₹ 13.19,₹ 20.78,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-23,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,8,0,0.0,₹ 26.33,₹ 13.19,₹ 20.78,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-25,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,7,0,0.0,₹ 35.55,₹ 2.91,₹ 17.82,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-26,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,13,0,0.0,₹ 35.55,₹ 2.91,₹ 17.82,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-27,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,13,0,0.0,₹ 35.55,₹ 2.91,₹ 17.82,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-28,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,17,0,0.0,₹ 35.55,₹ 2.91,₹ 17.82,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-29,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,knee oil,PHRASE,12,0,0.0,₹ 35.55,₹ 2.91,₹ 17.82,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-01,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain relief,PHRASE,326,0,0.0,₹ 17.06,₹ 16.41,₹ 31.03,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-03,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain relief,PHRASE,37,0,0.0,₹ 17.06,₹ 16.41,₹ 31.03,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-04,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain relief,PHRASE,37,0,0.0,₹ 17.06,₹ 16.41,₹ 31.03,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-06,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain relief,PHRASE,29,0,0.0,₹ 36.64,₹ 7.63,₹ 20.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-07,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain relief,PHRASE,67,0,0.0,₹ 36.64,₹ 7.63,₹ 20.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-08,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain relief,PHRASE,83,0,0.0,₹ 36.64,₹ 7.63,₹ 20.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-09,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain relief,PHRASE,62,0,0.0,₹ 36.64,₹ 7.63,₹ 20.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-10,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain relief,PHRASE,46,0,0.0,₹ 36.64,₹ 7.63,₹ 20.37,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-12,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain relief,PHRASE,42,0,0.0,₹ 22.65,₹ 13.96,₹ 14.85,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-13,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain relief,PHRASE,45,0,0.0,₹ 22.65,₹ 13.96,₹ 14.85,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-14,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain relief,PHRASE,34,0,0.0,₹ 22.65,₹ 13.96,₹ 14.85,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-15,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain relief,PHRASE,31,0,0.0,₹ 22.65,₹ 13.96,₹ 14.85,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-16,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain relief,PHRASE,43,0,0.0,₹ 22.65,₹ 13.96,₹ 14.85,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-18,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain relief,PHRASE,35,1,0.028571,₹ 39.34,₹ 28.33,₹ 68.50,₹ 39.34,0.148352,6.74,₹ 265.18,1,1,1.0
2020-02-19,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain relief,PHRASE,37,0,0.0,₹ 39.34,₹ 28.33,₹ 68.50,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-20,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain relief,PHRASE,25,0,0.0,₹ 39.34,₹ 28.33,₹ 68.50,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-21,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,joint pain relief,PHRASE,8,0,0.0,₹ 39.34,₹ 28.33,₹ 68.50,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-01,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,back pain oil,PHRASE,44,0,0.0,₹ 42.60,₹ 40.83,₹ 75.20,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-03,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,back pain oil,PHRASE,101,0,0.0,₹ 42.60,₹ 40.83,₹ 75.20,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-04,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,back pain oil,PHRASE,39,0,0.0,₹ 42.60,₹ 40.83,₹ 75.20,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-05,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,back pain oil,PHRASE,59,0,0.0,₹ 42.60,₹ 40.83,₹ 75.20,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-08,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,back pain oil,PHRASE,130,0,0.0,₹ 35.71,₹ 23.99,₹ 61.97,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-09,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,back pain oil,PHRASE,174,0,0.0,₹ 35.71,₹ 23.99,₹ 61.97,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-11,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,back pain oil,PHRASE,105,1,0.009524,₹ 16.15,₹ 7.81,₹ 3.14,₹ 16.15,0.050384,19.85,₹ 320.54,1,1,1.0
2020-02-12,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,back pain oil,PHRASE,111,1,0.009009,₹ 7.53,₹ 2.60,₹ 0.58,₹ 7.53,0.024878,40.2,₹ 302.68,1,1,1.0
2020-02-13,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,back pain oil,PHRASE,172,0,0.0,₹ 7.53,₹ 2.60,₹ 0.58,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-14,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,back pain oil,PHRASE,113,0,0.0,₹ 7.53,₹ 2.60,₹ 0.58,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-16,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,back pain oil,PHRASE,129,0,0.0,₹ 25.18,₹ 0.65,₹ 20.03,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-17,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,back pain oil,PHRASE,245,0,0.0,₹ 25.18,₹ 0.65,₹ 20.03,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-18,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,back pain oil,PHRASE,105,0,0.0,₹ 25.18,₹ 0.65,₹ 20.03,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-19,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,back pain oil,PHRASE,101,0,0.0,₹ 25.18,₹ 0.65,₹ 20.03,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-20,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,back pain oil,PHRASE,127,0,0.0,₹ 25.18,₹ 0.65,₹ 20.03,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-21,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,back pain oil,PHRASE,131,0,0.0,₹ 25.18,₹ 0.65,₹ 20.03,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-23,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,back pain oil,PHRASE,57,0,0.0,₹ 49.83,₹ 37.25,₹ 30.38,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-25,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,back pain oil,PHRASE,79,0,0.0,₹ 60.00,₹ 9.94,₹ 79.11,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-27,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,back pain oil,PHRASE,95,0,0.0,₹ 26.95,₹ 25.99,₹ 28.18,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-28,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,back pain oil,PHRASE,137,0,0.0,₹ 26.95,₹ 25.99,₹ 28.18,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-29,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,back pain oil,PHRASE,83,0,0.0,₹ 26.95,₹ 25.99,₹ 28.18,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-02,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,83,0,0.0,₹ 37.79,₹ 17.19,₹ 23.69,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-03,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,6,0,0.0,₹ 37.79,₹ 17.19,₹ 23.69,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-05,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,13,0,0.0,₹ 22.84,₹ 6.93,₹ 38.61,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-06,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,30,0,0.0,₹ 22.84,₹ 6.93,₹ 38.61,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-07,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,43,0,0.0,₹ 22.84,₹ 6.93,₹ 38.61,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-08,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,75,0,0.0,₹ 22.84,₹ 6.93,₹ 38.61,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-09,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,48,0,0.0,₹ 22.84,₹ 6.93,₹ 38.61,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-10,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,57,0,0.0,₹ 22.84,₹ 6.93,₹ 38.61,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-11,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,43,0,0.0,₹ 22.84,₹ 6.93,₹ 38.61,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-12,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,99,0,0.0,₹ 22.84,₹ 6.93,₹ 38.61,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-13,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,38,0,0.0,₹ 22.84,₹ 6.93,₹ 38.61,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-14,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,42,0,0.0,₹ 22.84,₹ 6.93,₹ 38.61,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-15,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,37,0,0.0,₹ 22.84,₹ 6.93,₹ 38.61,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-16,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,49,0,0.0,₹ 22.84,₹ 6.93,₹ 38.61,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-18,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,17,0,0.0,₹ 30.58,₹ 1.03,₹ 29.32,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-19,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,15,0,0.0,₹ 30.58,₹ 1.03,₹ 29.32,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-20,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,48,0,0.0,₹ 30.58,₹ 1.03,₹ 29.32,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-21,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,10,0,0.0,₹ 30.58,₹ 1.03,₹ 29.32,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-22,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,22,0,0.0,₹ 30.58,₹ 1.03,₹ 29.32,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-23,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,5,0,0.0,₹ 30.58,₹ 1.03,₹ 29.32,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-24,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,3,0,0.0,₹ 30.58,₹ 1.03,₹ 29.32,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-25,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,14,0,0.0,₹ 30.58,₹ 1.03,₹ 29.32,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-26,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,5,0,0.0,₹ 30.58,₹ 1.03,₹ 29.32,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-27,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,1,0,0.0,₹ 30.58,₹ 1.03,₹ 29.32,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-28,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,12,0,0.0,₹ 30.58,₹ 1.03,₹ 29.32,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-29,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain relief oil,PHRASE,4,0,0.0,₹ 30.58,₹ 1.03,₹ 29.32,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-14,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,leg pain relief oil,PHRASE,5,1,0.2,₹ 17.83,₹ 1.37,₹ 26.09,₹ 17.83,0.029454,33.95,₹ 605.36,1,2,1.0
2020-02-18,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle relief oil,PHRASE,5,0,0.0,₹ 9.46,₹ 3.58,₹ 14.33,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-20,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle relief oil,PHRASE,304,0,0.0,₹ 42.35,₹ 41.03,₹ 45.70,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-21,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle relief oil,PHRASE,36,0,0.0,₹ 42.35,₹ 41.03,₹ 45.70,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-22,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle relief oil,PHRASE,11,0,0.0,₹ 42.35,₹ 41.03,₹ 45.70,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-23,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle relief oil,PHRASE,2,0,0.0,₹ 42.35,₹ 41.03,₹ 45.70,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-24,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle relief oil,PHRASE,1,0,0.0,₹ 42.35,₹ 41.03,₹ 45.70,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-25,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle relief oil,PHRASE,5,0,0.0,₹ 42.35,₹ 41.03,₹ 45.70,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-27,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle relief oil,PHRASE,18,0,0.0,₹ 42.35,₹ 41.03,₹ 45.70,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-28,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle relief oil,PHRASE,13,0,0.0,₹ 42.35,₹ 41.03,₹ 45.70,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-29,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle relief oil,PHRASE,5,0,0.0,₹ 42.35,₹ 41.03,₹ 45.70,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
2020-02-03,Not grouped,INR,Pain relief Oil || SP || Generic || 22nd Nov'19,Pain Relief Oil -SP-Generic,muscle pain massage oil,PHRASE,2,0,0.0,₹ 42.35,₹ 41.03,₹ 45.70,₹ 0.00,0.0,0.0,₹ 0.00,0,0,0.0
